Price,Close,High,Low,Open,Volume
Ticker,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS
Date,,,,,
2019-11-26,332.11834716796875,335.1479187011719,322.8402404785156,326.6272277832031,8026
2019-11-27,333.8224792480469,355.9289855957031,329.46746826171875,355.9289855957031,6634
2019-11-28,329.46746826171875,342.7218933105469,326.7218933105469,342.7218933105469,10642
2019-11-29,337.2781066894531,338.9349060058594,326.6272277832031,331.3609313964844,7082
2019-12-02,333.0650939941406,336.9467468261719,331.3609313964844,336.1893615722656,2783
2019-12-03,344.9467468261719,362.6035461425781,326.6272277832031,337.65679931640625,62769
2019-12-04,332.54437255859375,349.3017883300781,327.7159729003906,349.3017883300781,14019
2019-12-05,330.4615478515625,333.86981201171875,327.66864013671875,331.3609313964844,6361
2019-12-06,337.9408264160156,341.7278137207031,327.1005859375,330.4142150878906,25823
2019-12-09,330.79290771484375,338.9349060058594,328.3786926269531,338.9349060058594,4292
2019-12-10,327.8580017089844,334.201171875,327.8106384277344,334.201171875,3728
2019-12-11,328.8047180175781,331.3609313964844,324.6864013671875,331.3609313964844,4975
2019-12-12,327.1479187011719,333.9645080566406,325.6331481933594,333.1597595214844,2815
2019-12-13,329.5148010253906,331.8343200683594,323.7869873046875,331.3609313964844,10054
2019-12-16,332.9230651855469,337.46746826171875,326.3905334472656,328.5207214355469,27842
2019-12-17,335.2899475097656,336.0473327636719,329.5148010253906,329.5148010253906,7688
2019-12-18,329.46746826171875,336.1419982910156,326.24853515625,335.1479187011719,14976
2019-12-19,338.1775207519531,344.5207214355469,329.798828125,344.5207214355469,13730
2019-12-20,334.34320068359375,336.99407958984375,333.2544250488281,336.6627197265625,1094
2019-12-23,330.6035461425781,339.3609313964844,327.9526672363281,331.3609313964844,36925
2019-12-24,325.8224792480469,339.69232177734375,323.0295715332031,328.2840270996094,17297
2019-12-26,323.7396545410156,326.76922607421875,320.1893615722656,326.6272277832031,25633
2019-12-27,340.2603454589844,344.56805419921875,320.0473327636719,323.88165283203125,57136
2019-12-30,354.13018798828125,356.875732421875,338.7455749511719,343.573974609375,90550
2019-12-31,352.4733581542969,354.0354919433594,343.24261474609375,353.9881591796875,70582
2020-01-01,349.8224792480469,352.6627197265625,345.1361083984375,346.0354919433594,2520
2020-01-02,351.90533447265625,354.4615478515625,343.2899475097656,354.4615478515625,14294
2020-01-03,354.7455749511719,360.1893615722656,344.8520812988281,354.0828552246094,34759
2020-01-06,350.24853515625,360.6153869628906,346.55621337890625,360.6153869628906,15353
2020-01-07,350.0591735839844,352.8994140625,342.34320068359375,346.65087890625,8289
2020-01-08,357.1124267578125,359.5266418457031,343.7633056640625,343.7633056640625,18534
2020-01-09,361.23077392578125,363.5029602050781,356.9704284667969,359.66864013671875,16698
2020-01-10,364.4970397949219,366.3905334472656,359.7633056640625,366.3905334472656,287438
2020-01-13,369.3727722167969,370.6035461425781,364.4970397949219,369.23077392578125,14380
2020-01-14,371.1716003417969,372.023681640625,365.1597595214844,365.1597595214844,10074
2020-01-15,384.8994140625,393.798828125,368.7100524902344,377.75146484375,103800
2020-01-16,380.9230651855469,385.1361083984375,376.09466552734375,383.1479187011719,287777
2020-01-17,389.2544250488281,397.6331481933594,379.64495849609375,384.3786926269531,22451
2020-01-20,391.1479187011719,407.9526672363281,384.0473327636719,391.7633056640625,507953
2020-01-21,403.7869873046875,423.66864013671875,381.5384521484375,387.2662658691406,399351
2020-01-22,392.0,406.57989501953125,388.9230651855469,406.1538391113281,27473
2020-01-23,391.8580017089844,396.6864013671875,384.5207214355469,385.46746826171875,299288
2020-01-24,395.0769348144531,398.9585876464844,387.2662658691406,393.42010498046875,17522
2020-01-27,398.3905334472656,401.325439453125,388.1656799316406,388.1656799316406,20465
2020-01-28,397.9171447753906,411.2662658691406,389.5857849121094,394.79290771484375,43727
2020-01-29,397.68048095703125,405.1124267578125,392.8520812988281,405.1124267578125,15438
2020-01-30,397.4911193847656,398.57989501953125,390.1538391113281,394.79290771484375,23899
2020-01-31,392.09466552734375,397.5384521484375,391.9526672363281,397.5384521484375,8343
2020-02-03,388.9704284667969,395.3609313964844,381.44378662109375,381.44378662109375,22840
